id,name,email,age,cohort,graduation_date,mode
9791,***,***,36,Software Engineering,2027-05-13,Online
9792,***,***,27,Data Science,2023-11-22,In-person
9793,***,***,36,Software Engineering,2026-12-07,In-person
9794,***,***,39,Machine Learning,2026-04-19,Online
9795,***,***,43,Data Engineering,2024-11-16,Online
9796,***,***,29,Web development,2026-09-06,Online
9797,***,***,40,Data Science,2023-02-25,In-person
9798,***,***,39,Web development,2027-04-05,In-person
9799,***,***,31,Machine Learning,2025-05-25,Online
9800,***,***,33,Machine Learning,2027-09-08,In-person
9801,***,***,25,Machine Learning,2025-09-13,Online
9802,***,***,26,Data Engineering,2026-03-28,Online
9803,***,***,22,Web development,2025-02-28,Online
9804,***,***,23,Data Science,2024-12-11,In-person
9805,***,***,33,Machine Learning,2024-01-01,In-person
9806,***,***,28,Software Engineering,2025-09-26,In-person
9807,***,***,42,Software Engineering,2027-06-19,Online
9808,***,***,44,Data Engineering,2026-06-12,In-person
9809,***,***,32,Data Science,2025-10-03,Online
9810,***,***,43,Data Science,2024-12-07,In-person
9811,***,***,40,Software Engineering,2025-08-19,Online
9812,***,***,30,Software Engineering,2026-04-09,Online
9813,***,***,45,Web development,2025-06-04,In-person
9814,***,***,27,Software Engineering,2027-08-18,In-person
9815,***,***,25,Software Engineering,2022-12-12,Online
9816,***,***,33,Web development,2024-06-03,Online
9817,***,***,31,Data Engineering,2027-10-01,Online
9818,***,***,45,Web development,2027-02-03,In-person
9819,***,***,37,Data Science,2027-01-12,Online
9820,***,***,42,Data Science,2023-09-30,Online
9821,***,***,27,Web development,2023-09-27,Online
9822,***,***,27,Web development,2025-04-14,In-person
9823,***,***,45,Software Engineering,2024-02-05,In-person
9824,***,***,38,Data Science,2026-11-26,Online
9825,***,***,25,Software Engineering,2026-05-14,Online
9826,***,***,27,Machine Learning,2025-12-25,In-person
9827,***,***,29,Data Science,2024-12-23,Online
9828,***,***,43,Software Engineering,2027-01-08,Online
9829,***,***,33,Data Science,2024-09-18,Online
9830,***,***,28,Software Engineering,2026-06-04,In-person
9831,***,***,29,Data Science,2026-05-21,In-person
9832,***,***,29,Machine Learning,2027-03-01,In-person
9833,***,***,43,Software Engineering,2024-06-14,In-person
9834,***,***,23,Machine Learning,2025-09-09,Online
9835,***,***,33,Web development,2026-04-09,Online
9836,***,***,35,Data Science,2024-04-23,In-person
9837,***,***,40,Machine Learning,2025-07-07,Online
9838,***,***,23,Data Engineering,2025-12-04,Online
9839,***,***,35,Software Engineering,2023-08-13,Online
9840,***,***,42,Web development,2027-07-04,In-person
9841,***,***,23,Software Engineering,2025-07-08,Online
9842,***,***,42,Software Engineering,2022-11-23,Online
9843,***,***,23,Data Engineering,2025-09-24,In-person
9844,***,***,44,Data Engineering,2025-04-03,Online
9845,***,***,36,Web development,2027-03-15,Online
9846,***,***,24,Software Engineering,2024-12-30,In-person
9847,***,***,30,Data Science,2027-02-01,Online
9848,***,***,27,Data Engineering,2026-07-22,In-person
9849,***,***,36,Software Engineering,2024-07-31,In-person
9850,***,***,34,Data Engineering,2024-07-21,Online
9851,***,***,26,Data Science,2024-03-20,Online
9852,***,***,32,Web development,2025-04-10,Online
9853,***,***,30,Machine Learning,2024-10-10,In-person
9854,***,***,42,Data Science,2024-09-26,In-person
9855,***,***,27,Data Science,2024-02-05,Online
9856,***,***,37,Web development,2027-09-07,In-person
9857,***,***,40,Data Engineering,2026-10-25,In-person
9858,***,***,37,Machine Learning,2026-02-08,In-person
9859,***,***,26,Web development,2025-09-25,In-person
9860,***,***,29,Data Engineering,2026-10-30,In-person
9861,***,***,45,Machine Learning,2024-11-18,In-person
9862,***,***,45,Software Engineering,2027-02-20,Online
9863,***,***,39,Software Engineering,2025-03-13,Online
9864,***,***,45,Data Science,2023-11-26,Online
9865,***,***,25,Data Science,2023-11-04,In-person
9866,***,***,32,Web development,2022-12-14,In-person
9867,***,***,30,Web development,2026-01-29,In-person
9868,***,***,40,Software Engineering,2027-04-06,Online
9869,***,***,25,Machine Learning,2023-03-06,In-person
9870,***,***,25,Software Engineering,2023-02-13,Online
9871,***,***,42,Data Engineering,2024-07-03,In-person
9872,***,***,39,Software Engineering,2023-10-26,In-person
9873,***,***,30,Data Science,2026-03-09,Online
9874,***,***,39,Software Engineering,2025-09-13,Online
9875,***,***,44,Data Engineering,2023-01-12,In-person
9876,***,***,43,Web development,2025-10-30,Online
9877,***,***,36,Data Science,2026-09-21,In-person
9878,***,***,41,Software Engineering,2027-06-21,Online
9879,***,***,30,Data Science,2024-09-16,In-person
9880,***,***,28,Machine Learning,2026-07-05,Online
9881,***,***,42,Machine Learning,2027-03-30,Online
9882,***,***,34,Web development,2027-10-04,In-person
9883,***,***,42,Software Engineering,2024-04-30,In-person
9884,***,***,41,Data Science,2026-07-06,Online
9885,***,***,44,Data Science,2026-06-05,In-person
9886,***,***,22,Data Science,2023-09-22,In-person
9887,***,***,43,Web development,2026-01-18,Online
9888,***,***,27,Data Science,2023-11-17,Online
9889,***,***,31,Web development,2024-12-27,In-person
9890,***,***,45,Data Science,2023-03-07,Online
9891,***,***,26,Data Engineering,2025-04-12,Online
9892,***,***,30,Software Engineering,2026-08-11,In-person
9893,***,***,25,Data Science,2026-08-21,In-person
9894,***,***,32,Data Science,2024-06-24,In-person
9895,***,***,28,Machine Learning,2024-04-18,In-person
9896,***,***,38,Web development,2026-11-04,In-person
9897,***,***,27,Data Science,2025-10-24,In-person
9898,***,***,32,Web development,2024-06-25,In-person
9899,***,***,36,Web development,2026-11-13,In-person
9900,***,***,44,Data Science,2026-07-19,Online
9901,***,***,29,Software Engineering,2025-10-20,Online
9902,***,***,27,Data Science,2027-10-08,In-person
9903,***,***,45,Web development,2025-07-12,In-person
9904,***,***,40,Data Science,2026-08-19,Online
9905,***,***,35,Machine Learning,2024-11-01,In-person
9906,***,***,28,Web development,2024-10-29,Online
9907,***,***,40,Data Engineering,2023-08-21,Online
9908,***,***,35,Data Science,2025-05-23,Online
9909,***,***,35,Machine Learning,2024-07-01,Online
9910,***,***,24,Data Engineering,2026-02-24,Online
9911,***,***,45,Software Engineering,2023-01-07,In-person
9912,***,***,22,Data Engineering,2023-05-26,Online
9913,***,***,36,Data Engineering,2027-08-05,In-person
9914,***,***,23,Machine Learning,2025-01-28,In-person
9915,***,***,43,Data Engineering,2026-01-03,Online
9916,***,***,29,Data Science,2024-08-28,In-person
9917,***,***,23,Data Engineering,2024-09-22,Online
9918,***,***,29,Data Science,2025-03-21,In-person
9919,***,***,40,Machine Learning,2027-01-10,In-person
9920,***,***,40,Software Engineering,2023-12-11,Online
9921,***,***,25,Data Science,2023-10-19,In-person
9922,***,***,22,Software Engineering,2025-06-23,In-person
9923,***,***,40,Data Science,2024-05-13,Online
9924,***,***,25,Software Engineering,2027-10-13,In-person
9925,***,***,42,Data Science,2024-02-22,Online
9926,***,***,31,Data Science,2024-07-12,Online
9927,***,***,42,Web development,2026-11-13,Online
9928,***,***,24,Machine Learning,2023-03-09,In-person
9929,***,***,42,Software Engineering,2024-01-08,Online
9930,***,***,30,Data Engineering,2023-03-08,Online
9931,***,***,34,Data Engineering,2025-01-29,Online
9932,***,***,43,Data Engineering,2026-05-23,Online
9933,***,***,33,Data Engineering,2026-02-12,Online
9934,***,***,24,Machine Learning,2024-05-21,In-person
9935,***,***,29,Data Science,2025-09-11,In-person
9936,***,***,40,Software Engineering,2024-06-07,In-person
9937,***,***,45,Web development,2025-07-11,In-person
9938,***,***,24,Machine Learning,2025-11-27,Online
9939,***,***,34,Software Engineering,2023-05-13,Online
9940,***,***,35,Data Engineering,2026-12-19,In-person
9941,***,***,22,Data Engineering,2023-11-08,In-person
9942,***,***,39,Data Engineering,2025-12-11,Online
9943,***,***,24,Software Engineering,2024-10-30,In-person
9944,***,***,35,Data Engineering,2022-11-06,In-person
9945,***,***,39,Software Engineering,2025-07-27,Online
9946,***,***,24,Data Science,2025-06-09,Online
9947,***,***,43,Web development,2025-04-27,Online
9948,***,***,26,Data Engineering,2024-12-25,In-person
9949,***,***,34,Machine Learning,2025-01-09,In-person
9950,***,***,24,Machine Learning,2023-11-23,Online
9951,***,***,31,Data Engineering,2023-01-02,In-person
9952,***,***,33,Software Engineering,2024-02-06,Online
9953,***,***,43,Software Engineering,2023-05-29,Online
9954,***,***,23,Data Science,2024-10-02,Online
9955,***,***,33,Data Science,2026-03-27,Online
9956,***,***,30,Software Engineering,2025-01-27,In-person
9957,***,***,41,Software Engineering,2023-09-04,Online
9958,***,***,32,Machine Learning,2027-07-18,Online
9959,***,***,39,Machine Learning,2027-04-19,Online
9960,***,***,43,Data Science,2024-02-24,Online
9961,***,***,36,Software Engineering,2025-03-30,Online
9962,***,***,34,Data Science,2023-05-05,Online
9963,***,***,36,Software Engineering,2023-09-28,In-person
9964,***,***,31,Software Engineering,2025-12-24,Online
9965,***,***,37,Software Engineering,2025-10-01,In-person
9966,***,***,43,Data Engineering,2024-09-18,In-person
9967,***,***,42,Machine Learning,2025-08-17,In-person
9968,***,***,43,Data Engineering,2027-01-05,Online
9969,***,***,27,Machine Learning,2027-02-04,Online
9970,***,***,37,Data Engineering,2024-04-14,Online
9971,***,***,37,Data Engineering,2027-05-01,In-person
9972,***,***,29,Data Science,2025-10-04,In-person
9973,***,***,37,Machine Learning,2025-03-08,In-person
9974,***,***,42,Software Engineering,2023-07-10,In-person
9975,***,***,39,Machine Learning,2024-11-14,In-person
9976,***,***,24,Data Engineering,2023-11-05,In-person
9977,***,***,29,Software Engineering,2027-06-15,In-person
9978,***,***,30,Software Engineering,2027-05-16,In-person
9979,***,***,36,Web development,2024-08-07,In-person
9980,***,***,23,Web development,2026-05-31,In-person
9981,***,***,45,Data Engineering,2025-05-25,Online
9982,***,***,33,Machine Learning,2024-12-23,Online
9983,***,***,43,Data Science,2026-04-22,Online
9984,***,***,27,Data Engineering,2024-07-27,In-person
9985,***,***,39,Software Engineering,2024-08-27,In-person
9986,***,***,34,Data Science,2024-11-09,Online
9987,***,***,37,Data Science,2027-08-05,Online
9988,***,***,45,Software Engineering,2026-12-25,In-person
9989,***,***,40,Data Science,2024-05-06,Online
9990,***,***,23,Web development,2023-03-14,In-person
9991,***,***,23,Data Science,2024-07-19,Online
9992,***,***,29,Machine Learning,2027-06-09,Online
9993,***,***,27,Data Engineering,2025-12-13,In-person
9994,***,***,27,Web development,2024-11-14,In-person
9995,***,***,34,Machine Learning,2026-10-12,In-person
9996,***,***,41,Data Science,2024-03-24,In-person
9997,***,***,37,Data Science,2025-08-23,Online
9998,***,***,30,Data Science,2023-11-15,In-person
9999,***,***,42,Machine Learning,2023-03-08,Online
10000,***,***,37,Machine Learning,2025-07-25,In-person
10001,***,***,39,Web development,2025-06-28,Online
10002,***,***,33,Web development,2025-06-29,In-person
10003,***,***,37,Web development,2024-02-28,Online
10004,***,***,22,Data Engineering,2024-08-31,In-person
10005,***,***,39,Web development,2026-07-31,Online
10006,***,***,38,Web development,2027-01-04,Online
10007,***,***,44,Web development,2025-09-24,Online
10008,***,***,28,Data Engineering,2026-07-09,In-person
10009,***,***,33,Software Engineering,2023-05-31,In-person
10010,***,***,28,Web development,2023-04-23,In-person
10011,***,***,38,Data Engineering,2025-01-28,Online
10012,***,***,38,Software Engineering,2023-01-29,Online
10013,***,***,38,Software Engineering,2025-08-19,In-person
10014,***,***,37,Software Engineering,2026-09-12,Online
10015,***,***,23,Data Engineering,2024-05-24,Online
10016,***,***,30,Data Science,2024-06-18,Online
10017,***,***,41,Web development,2024-06-29,Online
10018,***,***,40,Software Engineering,2026-02-11,In-person
10019,***,***,25,Data Science,2026-01-25,Online
10020,***,***,28,Data Engineering,2023-05-26,In-person
10021,***,***,40,Data Science,2024-11-16,In-person
10022,***,***,45,Data Engineering,2022-11-12,In-person
10023,***,***,26,Data Science,2023-04-02,Online
10024,***,***,45,Web development,2026-12-27,Online
10025,***,***,22,Web development,2023-02-15,In-person
10026,***,***,27,Data Engineering,2025-02-22,In-person
10027,***,***,42,Software Engineering,2023-11-15,Online
10028,***,***,23,Data Engineering,2025-02-25,Online
10029,***,***,26,Web development,2027-06-28,In-person
10030,***,***,45,Software Engineering,2026-10-30,In-person
10031,***,***,37,Data Science,2024-09-28,Online
10032,***,***,29,Software Engineering,2026-02-12,Online
10033,***,***,44,Data Engineering,2025-12-24,Online
10034,***,***,31,Software Engineering,2027-04-12,In-person
10035,***,***,23,Data Engineering,2023-10-31,In-person
10036,***,***,31,Software Engineering,2024-09-08,In-person
10037,***,***,22,Software Engineering,2024-07-11,In-person
10038,***,***,37,Data Engineering,2027-04-14,Online
10039,***,***,33,Web development,2027-08-17,Online
10040,***,***,42,Data Engineering,2025-09-14,Online
10041,***,***,29,Data Engineering,2026-02-20,In-person
10042,***,***,37,Web development,2024-11-24,In-person
10043,***,***,24,Data Engineering,2023-07-12,In-person
10044,***,***,25,Data Science,2025-02-14,In-person
10045,***,***,32,Software Engineering,2026-02-13,Online
10046,***,***,31,Software Engineering,2027-09-19,Online
10047,***,***,27,Data Engineering,2025-09-08,In-person
10048,***,***,36,Machine Learning,2023-01-28,In-person
10049,***,***,42,Data Science,2026-08-30,In-person
10050,***,***,29,Web development,2027-05-08,In-person
10051,***,***,37,Software Engineering,2025-05-20,In-person
10052,***,***,38,Software Engineering,2027-01-23,In-person
10053,***,***,45,Data Engineering,2023-10-01,Online
10054,***,***,40,Data Engineering,2026-08-07,Online
10055,***,***,42,Data Science,2023-04-29,In-person
10056,***,***,37,Machine Learning,2027-04-16,Online
10057,***,***,43,Machine Learning,2026-05-16,In-person
10058,***,***,24,Data Science,2026-08-30,Online
10059,***,***,28,Data Engineering,2027-04-09,Online
10060,***,***,32,Machine Learning,2025-11-14,In-person
10061,***,***,24,Data Science,2023-04-27,Online
10062,***,***,30,Machine Learning,2024-07-08,In-person
10063,***,***,39,Software Engineering,2027-06-30,In-person
10064,***,***,33,Data Science,2026-02-20,In-person
10065,***,***,25,Software Engineering,2025-12-17,In-person
10066,***,***,39,Machine Learning,2027-08-01,In-person
10067,***,***,29,Data Science,2025-10-12,Online
10068,***,***,33,Data Engineering,2025-11-02,In-person
10069,***,***,24,Data Engineering,2025-09-05,Online
10070,***,***,42,Data Science,2024-03-16,In-person
10071,***,***,41,Software Engineering,2024-12-05,In-person
10072,***,***,39,Machine Learning,2027-06-22,In-person
10073,***,***,39,Data Science,2027-03-14,In-person
10074,***,***,22,Machine Learning,2022-11-15,Online
10075,***,***,45,Software Engineering,2023-09-22,In-person
10076,***,***,23,Data Science,2026-01-11,Online
10077,***,***,35,Web development,2025-11-27,Online
10078,***,***,40,Machine Learning,2024-08-02,In-person
10079,***,***,25,Data Engineering,2027-07-16,Online
10080,***,***,24,Machine Learning,2026-05-09,Online
10081,***,***,32,Data Engineering,2026-11-16,Online
10082,***,***,40,Data Engineering,2023-09-02,In-person
10083,***,***,23,Data Science,2024-02-14,Online
10084,***,***,43,Machine Learning,2025-09-10,Online
10085,***,***,41,Data Science,2023-09-14,In-person
10086,***,***,23,Software Engineering,2027-10-17,In-person
10087,***,***,40,Machine Learning,2023-12-12,In-person
10088,***,***,32,Data Engineering,2023-05-23,Online
10089,***,***,40,Web development,2026-07-05,In-person
10090,***,***,22,Machine Learning,2025-07-29,Online
10091,***,***,24,Software Engineering,2024-09-20,In-person
10092,***,***,40,Web development,2024-07-19,Online
10093,***,***,38,Web development,2022-10-22,Online
10094,***,***,25,Software Engineering,2026-11-01,Online
10095,***,***,26,Machine Learning,2026-04-05,Online
10096,***,***,40,Software Engineering,2025-06-28,Online
10097,***,***,26,Web development,2027-04-17,In-person
10098,***,***,41,Data Science,2023-09-17,Online
10099,***,***,37,Machine Learning,2027-05-10,Online
10100,***,***,44,Data Science,2022-11-28,In-person
